congress,name,state,party,party_status,committee,committee_party_rank
117,Elizabeth Warren,MA,Democrat,1,Aging,4
117,Jacky Rosen,NV,Democrat,1,Aging,5
117,Mark Kelly,AZ,Democrat,1,Aging,6
117,Raphael Warnock,GA,Democrat,1,Aging,7
117,Tim Scott,SC,Republican,2,Aging,1
117,Susan Collins,ME,Republican,2,Aging,2
117,Richard Burr,NC,Republican,2,Aging,3
117,Marco Rubio,FL,Republican,2,Aging,4
117,Mike Braun,IN,Republican,2,Aging,5
117,Rick Scott,FL,Republican,2,Aging,6
117,Mike Lee,UT,Republican,2,Aging,7
118,Debbie Stabenow,MI,Democrat,1,"Agriculture, Nutrition, and Forestry",1
118,Sherrod Brown,OH,Democrat,1,"Agriculture, Nutrition, and Forestry",2
118,Amy Klobuchar,MN,Democrat,1,"Agriculture, Nutrition, and Forestry",3
118,Michael Bennett,CO,Democrat,1,"Agriculture, Nutrition, and Forestry",4
118,Kirsten Gillibrand,NY,Democrat,1,"Agriculture, Nutrition, and Forestry",5
118,Tina Smith,MN,Democrat,1,"Agriculture, Nutrition, and Forestry",6
118,Richard Durbin,IL,Democrat,1,"Agriculture, Nutrition, and Forestry",7
118,Cory Booker,NJ,Democrat,1,"Agriculture, Nutrition, and Forestry",8
118,Ben Ray Lujan,NM,Democrat,1,"Agriculture, Nutrition, and Forestry",9
118,Raphael Warnock,GA,Democrat,1,"Agriculture, Nutrition, and Forestry",10
118,Peter Welch,VT,Democrat,1,"Agriculture, Nutrition, and Forestry",11
118,John Fetterman,PA,Democrat,1,"Agriculture, Nutrition, and Forestry",12
118,John Boozman,AR,Republican,2,"Agriculture, Nutrition, and Forestry",1
118,Mitch McConnell,KY,Republican,2,"Agriculture, Nutrition, and Forestry",2
118,John Hoeven,ND,Republican,2,"Agriculture, Nutrition, and Forestry",3
118,Joni Ernst,IA,Republican,2,"Agriculture, Nutrition, and Forestry",4
118,Cindy Hyde-Smith,MS,Republican,2,"Agriculture, Nutrition, and Forestry",5
118,Roger Marshall,KS,Republican,2,"Agriculture, Nutrition, and Forestry",6
118,Tommy Tuberville,AL,Republican,2,"Agriculture, Nutrition, and Forestry",7
118,Mike Braun,IN,Republican,2,"Agriculture, Nutrition, and Forestry",8
118,Chuck Grassley,IA,Republican,2,"Agriculture, Nutrition, and Forestry",9
118,John Thune,SD,Republican,2,"Agriculture, Nutrition, and Forestry",10
118,Deb Fischer,NE,Republican,2,"Agriculture, Nutrition, and Forestry",11
118,Patty Murray,WA,Democrat,1,Appropriations,1
118,Richard Durbin,IL,Democrat,1,Appropriations,2
118,Jack Reed,RI,Democrat,1,Appropriations,3
118,Jon Tester,MT,Democrat,1,Appropriations,4
118,Jeanne Shaheen,NH,Democrat,1,Appropriations,5
118,Jeff Merkley,OR,Democrat,1,Appropriations,6
118,Christopher Coons,DE,Democrat,1,Appropriations,7
118,Brian Schatz,HI,Democrat,1,Appropriations,8
118,Tammy Baldwin,WI,Democrat,1,Appropriations,9
118,Christopher Murphy,CT,Democrat,1,Appropriations,10
118,Joe Manchin,WV,Democrat,1,Appropriations,11
118,Chris Van Hollen,MD,Democrat,1,Appropriations,12
118,Martin Heinrich,NM,Democrat,1,Appropriations,13
118,Gary Peters,MI,Democrat,1,Appropriations,14
118,Kyrsten Sinema,AZ,Independent,1,Appropriations,15
118,Susan Collins,ME,Republican,2,Appropriations,1
118,Mitch McConnell,KY,Republican,2,Appropriations,2
118,Lisa Murkowski,AK,Republican,2,Appropriations,3
118,Lindsey Graham,SC,Republican,2,Appropriations,4
118,Jerry Moran,KS,Republican,2,Appropriations,5
118,John Hoeven,ND,Republican,2,Appropriations,6
118,John Boozman,AR,Republican,2,Appropriations,7
118,Shelley Moore Capito,WV,Republican,2,Appropriations,8
118,John Kennedy,LA,Republican,2,Appropriations,9
118,Cindy Hyde-Smith,MS,Republican,2,Appropriations,10
118,Bill Hagerty,TN,Republican,2,Appropriations,11
118,Katie Britt,AL,Republican,2,Appropriations,12
118,Marco Rubio,FL,Republican,2,Appropriations,13
118,Deb Fischer,NE,Republican,2,Appropriations,14
118,Jack Reed,RI,Democrat,1,Armed Services,1
118,Jeanne Shaheen,NH,Democrat,1,Armed Services,2
118,Kirsten Gillibrand,NY,Democrat,1,Armed Services,3
118,Richard Blumenthal,CT,Democrat,1,Armed Services,4
118,Mazie Hirono,HI,Democrat,1,Armed Services,5
118,Tim Kaine,VA,Democrat,1,Armed Services,6
118,Angus King,ME,Independent,1,Armed Services,7
118,Elizabeth Warren,MA,Democrat,1,Armed Services,8
118,Gary Peters,MI,Democrat,1,Armed Services,9
118,Joe Manchin,WV,Democrat,1,Armed Services,10
118,Tammy Duckworth,IL,Democrat,1,Armed Services,11
118,Jacky Rosen,NV,Democrat,1,Armed Services,12
118,Mark Kelly,AZ,Democrat,1,Armed Services,13
118,Roger Wicker,MS,Republican,2,Armed Services,1
118,Deb Fischer,NE,Republican,2,Armed Services,2
118,Tom Cotton,AR,Republican,2,Armed Services,3
118,Mike Rounds,SD,Republican,2,Armed Services,4
118,Joni Ernst,IA,Republican,2,Armed Services,5
118,Dan Sullivan,AK,Republican,2,Armed Services,6
118,Kevin Cramer,ND,Republican,2,Armed Services,7
118,Rick Scott,FL,Republican,2,Armed Services,8
118,Tommy Tuberville,AL,Republican,2,Armed Services,9
118,Markwayne Mullin,OK,Republican,2,Armed Services,10
118,Ted Budd,NC,Republican,2,Armed Services,11
118,Eric Schmitt,MO,Republican,2,Armed Services,12
118,Sherrod Brown,OH,Democrat,1,"Banking, Housing, and Urban Affairs",1
118,Jack Reed,RI,Democrat,1,"Banking, Housing, and Urban Affairs",2
118,Robert Menendez,NJ,Democrat,1,"Banking, Housing, and Urban Affairs",3
118,Jon Tester,MT,Democrat,1,"Banking, Housing, and Urban Affairs",4
118,Mark Warner,VA,Democrat,1,"Banking, Housing, and Urban Affairs",5
118,Elizabeth Warren,MA,Democrat,1,"Banking, Housing, and Urban Affairs",6
118,Chris Van Hollen,MD,Democrat,1,"Banking, Housing, and Urban Affairs",7
118,Catherine Cortez Masto,NV,Democrat,1,"Banking, Housing, and Urban Affairs",8
118,Tina Smith,MN,Democrat,1,"Banking, Housing, and Urban Affairs",9
118,Raphael Warnock,GA,Democrat,1,"Banking, Housing, and Urban Affairs",10
118,John Fetterman,PA,Democrat,1,"Banking, Housing, and Urban Affairs",11
118,Laphonza Butler,CA,Democrat,1,"Banking, Housing, and Urban Affairs",12
118,Tim Scott,SC,Republican,2,"Banking, Housing, and Urban Affairs",1
118,Mike Crapo,ID,Republican,2,"Banking, Housing, and Urban Affairs",2
118,Mike Rounds,SD,Republican,2,"Banking, Housing, and Urban Affairs",3
118,Thomas Tillis,NC,Republican,2,"Banking, Housing, and Urban Affairs",4
118,John Kennedy,LA,Republican,2,"Banking, Housing, and Urban Affairs",5
118,Bill Hagerty,TN,Republican,2,"Banking, Housing, and Urban Affairs",6
118,Cynthia Lummis,WY,Republican,2,"Banking, Housing, and Urban Affairs",7
118,JD Vance,OH,Republican,2,"Banking, Housing, and Urban Affairs",8
118,Katie Britt,AL,Republican,2,"Banking, Housing, and Urban Affairs",9
118,Kevin Cramer,ND,Republican,2,"Banking, Housing, and Urban Affairs",10
118,Steve Daines,MT,Republican,2,"Banking, Housing, and Urban Affairs",11
118,Sheldon Whitehouse,RI,Democrat,1,Budget,1
118,Patty Murray,WA,Democrat,1,Budget,2
118,Ron Wyden,OR,Democrat,1,Budget,3
118,Debbie Stabenow,MI,Democrat,1,Budget,4
118,Bernie Sanders,VT,Independent,1,Budget,5
118,Mark Warner,VA,Democrat,1,Budget,6
118,Jeff Merkley,OR,Democrat,1,Budget,7
118,Tim Kaine,VA,Democrat,1,Budget,8
118,Chris Van Hollen,MD,Democrat,1,Budget,9
118,Ben Ray Lujan,NM,Democrat,1,Budget,10
118,Alex Padilla,CA,Democrat,1,Budget,11
118,Chuck Grassley,IA,Republican,2,Budget,1
118,Mike Crapo,ID,Republican,2,Budget,2
118,Lindsey Graham,SC,Republican,2,Budget,3
118,Ron Johnson,WI,Republican,2,Budget,4
118,Mitt Romney,UT,Republican,2,Budget,5
118,Roger Marshall,KS,Republican,2,Budget,6
118,Mike Braun,IN,Republican,2,Budget,7
118,John Kennedy,LA,Republican,2,Budget,8
118,Rick Scott,FL,Republican,2,Budget,9
118,Mike Lee,UT,Republican,2,Budget,10
118,Maria Cantwell,WA,Democrat,1,"Commerce, Science, and Transportation",1
118,Amy Klobuchar,MN,Democrat,1,"Commerce, Science, and Transportation",2
118,Brian Schatz,HI,Democrat,1,"Commerce, Science, and Transportation",3
118,Edward Markey,MA,Democrat,1,"Commerce, Science, and Transportation",4
118,Gary Peters,MI,Democrat,1,"Commerce, Science, and Transportation",5
118,Tammy Baldwin,WI,Democrat,1,"Commerce, Science, and Transportation",6
118,Tammy Duckworth,IL,Democrat,1,"Commerce, Science, and Transportation",7
118,Jon Tester,MT,Democrat,1,"Commerce, Science, and Transportation",8
118,Kyrsten Sinema,AZ,Independent,1,"Commerce, Science, and Transportation",9
118,Jacky Rosen,NV,Democrat,1,"Commerce, Science, and Transportation",10
118,Ben Ray Lujan,NM,Democrat,1,"Commerce, Science, and Transportation",11
118,John Hickenlooper,CO,Democrat,1,"Commerce, Science, and Transportation",12
118,Raphael Warnock,GA,Democrat,1,"Commerce, Science, and Transportation",13
118,Peter Welch,VT,Democrat,1,"Commerce, Science, and Transportation",14
118,Ted Cruz,TX,Republican,2,"Commerce, Science, and Transportation",1
118,John Thune,SD,Republican,2,"Commerce, Science, and Transportation",2
118,Roger Wicker,MS,Republican,2,"Commerce, Science, and Transportation",3
118,Deb Fischer,NE,Republican,2,"Commerce, Science, and Transportation",4
118,Jerry Moran,KS,Republican,2,"Commerce, Science, and Transportation",5
118,Dan Sullivan,AK,Republican,2,"Commerce, Science, and Transportation",6
118,Marsha Blackburn,TN,Republican,2,"Commerce, Science, and Transportation",7
118,Todd Young,IN,Republican,2,"Commerce, Science, and Transportation",8
118,Ted Budd,NC,Republican,2,"Commerce, Science, and Transportation",9
118,Eric Schmitt,MO,Republican,2,"Commerce, Science, and Transportation",10
118,JD Vance,OH,Republican,2,"Commerce, Science, and Transportation",11
118,Shelley Moore Capito,WV,Republican,2,"Commerce, Science, and Transportation",12
118,Cynthia Lummis,WY,Republican,2,"Commerce, Science, and Transportation",13
118,Joe Manchin,WV,Democrat,1,Energy and Natural Resources,1
118,Ron Wyden,OR,Democrat,1,Energy and Natural Resources,2
118,Maria Cantwell,WA,Democrat,1,Energy and Natural Resources,3
118,Bernie Sanders,VT,Independent,1,Energy and Natural Resources,4
118,Martin Heinrich,NM,Democrat,1,Energy and Natural Resources,5
118,Mazie Hirono,HI,Democrat,1,Energy and Natural Resources,6
118,Angus King,ME,Independent,1,Energy and Natural Resources,7
118,Catherine Cortez Masto,NV,Democrat,1,Energy and Natural Resources,8
118,John Hickenlooper,CO,Democrat,1,Energy and Natural Resources,9
118,Alex Padilla,CA,Democrat,1,Energy and Natural Resources,10
118,John Barrasso,WY,Republican,2,Energy and Natural Resources,1
118,James Risch,ID,Republican,2,Energy and Natural Resources,2
118,Mike Lee,UT,Republican,2,Energy and Natural Resources,3
118,Steve Daines,MT,Republican,2,Energy and Natural Resources,4
118,Lisa Murkowski,AK,Republican,2,Energy and Natural Resources,5
118,John Hoeven,ND,Republican,2,Energy and Natural Resources,6
118,Bill Cassidy,LA,Republican,2,Energy and Natural Resources,7
118,Cindy Hyde-Smith,MS,Republican,2,Energy and Natural Resources,8
118,Josh Hawley,MO,Republican,2,Energy and Natural Resources,9
118,Thomas Carper,DE,Democrat,1,Environment and Public Works,1
118,Benjamin Cardin,MD,Democrat,1,Environment and Public Works,2
118,Bernie Sanders,VT,Independent,1,Environment and Public Works,3
118,Sheldon Whitehouse,RI,Democrat,1,Environment and Public Works,4
118,Jeff Merkley,OR,Democrat,1,Environment and Public Works,5
118,Edward Markey,MA,Democrat,1,Environment and Public Works,6
118,Debbie Stabenow,MI,Democrat,1,Environment and Public Works,7
118,Mark Kelly,AZ,Democrat,1,Environment and Public Works,8
118,Alex Padilla,CA,Democrat,1,Environment and Public Works,9
118,John Fetterman,PA,Democrat,1,Environment and Public Works,10
118,Shelley Moore Capito,WV,Republican,2,Environment and Public Works,1
118,Kevin Cramer,ND,Republican,2,Environment and Public Works,2
118,Cynthia Lummis,WY,Republican,2,Environment and Public Works,3
118,Markwayne Mullin,OK,Republican,2,Environment and Public Works,4
118,Pete Ricketts,NE,Republican,2,Environment and Public Works,5
118,John Boozman,AR,Republican,2,Environment and Public Works,6
118,Roger Wicker,MS,Republican,2,Environment and Public Works,7
118,Dan Sullivan,AK,Republican,2,Environment and Public Works,8
118,Lindsey Graham,SC,Republican,2,Environment and Public Works,9
118,Ron Wyden,OR,Democrat,1,Finance,1
118,Debbie Stabenow,MI,Democrat,1,Finance,2
118,Maria Cantwell,WA,Democrat,1,Finance,3
118,Robert Menendez,NJ,Democrat,1,Finance,4
118,Thomas Carper,DE,Democrat,1,Finance,5
118,Benjamin Cardin,MD,Democrat,1,Finance,6
118,Sherrod Brown,OH,Democrat,1,Finance,7
118,Michael Bennett,CO,Democrat,1,Finance,8
118,Robert Casey Jr.,PA,Democrat,1,Finance,9
118,Mark Warner,VA,Democrat,1,Finance,10
118,Sheldon Whitehouse,RI,Democrat,1,Finance,11
118,Maggie Hassan,NH,Democrat,1,Finance,12
118,Catherine Cortez Masto,NV,Democrat,1,Finance,13
118,Elizabeth Warren,MA,Democrat,1,Finance,14
118,Mike Crapo,ID,Republican,2,Finance,1
118,Chuck Grassley,IA,Republican,2,Finance,2
118,John Cornyn,TX,Republican,2,Finance,3
118,John Thune,SD,Republican,2,Finance,4
118,Tim Scott,SC,Republican,2,Finance,5
118,Bill Cassidy,LA,Republican,2,Finance,6
118,James Lankford,OK,Republican,2,Finance,7
118,Steve Daines,MT,Republican,2,Finance,8
118,Todd Young,IN,Republican,2,Finance,9
118,John Barrasso,WY,Republican,2,Finance,10
118,Ron Johnson,WI,Republican,2,Finance,11
118,Thomas Tillis,NC,Republican,2,Finance,12
118,Marsha Blackburn,TN,Republican,2,Finance,13
118,Benjamin Cardin,MD,Democrat,1,Foreign Relations,1
118,Robert Menendez,NJ,Democrat,1,Foreign Relations,2
118,Jeanne Shaheen,NH,Democrat,1,Foreign Relations,3
118,Christopher Coons,DE,Democrat,1,Foreign Relations,4
118,Christopher Murphy,CT,Democrat,1,Foreign Relations,5
118,Tim Kaine,VA,Democrat,1,Foreign Relations,6
118,Jeff Merkley,OR,Democrat,1,Foreign Relations,7
118,Cory Booker,NJ,Democrat,1,Foreign Relations,8
118,Brian Schatz,HI,Democrat,1,Foreign Relations,9
118,Chris Van Hollen,MD,Democrat,1,Foreign Relations,10
118,Tammy Duckworth,IL,Democrat,1,Foreign Relations,11
118,James Risch,ID,Republican,2,Foreign Relations,1
118,Marco Rubio,FL,Republican,2,Foreign Relations,2
118,Mitt Romney,UT,Republican,2,Foreign Relations,3
118,Pete Ricketts,NE,Republican,2,Foreign Relations,4
118,Rand Paul,KY,Republican,2,Foreign Relations,5
118,Todd Young,IN,Republican,2,Foreign Relations,6
118,John Barrasso,WY,Republican,2,Foreign Relations,7
118,Ted Cruz,TX,Republican,2,Foreign Relations,8
118,Bill Hagerty,TN,Republican,2,Foreign Relations,9
118,Tim Scott,SC,Republican,2,Foreign Relations,10
118,Bernie Sanders,VT,Independent,1,"Health, Education, Labor, and Pensions",1
118,Patty Murray,WA,Democrat,1,"Health, Education, Labor, and Pensions",2
118,Robert Casey Jr.,PA,Democrat,1,"Health, Education, Labor, and Pensions",3
118,Tammy Baldwin,WI,Democrat,1,"Health, Education, Labor, and Pensions",4
118,Christopher Murphy,CT,Democrat,1,"Health, Education, Labor, and Pensions",5
118,Tim Kaine,VA,Democrat,1,"Health, Education, Labor, and Pensions",6
118,Maggie Hassan,NH,Democrat,1,"Health, Education, Labor, and Pensions",7
118,Tina Smith,MN,Democrat,1,"Health, Education, Labor, and Pensions",8
118,Ben Ray Lujan,NM,Democrat,1,"Health, Education, Labor, and Pensions",9
118,John Hickenlooper,CO,Democrat,1,"Health, Education, Labor, and Pensions",10
118,Edward Markey,MA,Democrat,1,"Health, Education, Labor, and Pensions",11
118,Bill Cassidy,LA,Republican,2,"Health, Education, Labor, and Pensions",1
118,Rand Paul,KY,Republican,2,"Health, Education, Labor, and Pensions",2
118,Susan Collins,ME,Republican,2,"Health, Education, Labor, and Pensions",3
118,Lisa Murkowski,AK,Republican,2,"Health, Education, Labor, and Pensions",4
118,Mike Braun,IN,Republican,2,"Health, Education, Labor, and Pensions",5
118,Roger Marshall,KS,Republican,2,"Health, Education, Labor, and Pensions",6
118,Mitt Romney,UT,Republican,2,"Health, Education, Labor, and Pensions",7
118,Tommy Tuberville,AL,Republican,2,"Health, Education, Labor, and Pensions",8
118,Markwayne Mullin,OK,Republican,2,"Health, Education, Labor, and Pensions",9
118,Ted Budd,NC,Republican,2,"Health, Education, Labor, and Pensions",10
118,Gary Peters,MI,Democrat,1,Homeland Security and Governmental Affairs,1
118,Thomas Carper,DE,Democrat,1,Homeland Security and Governmental Affairs,2
118,Maggie Hassan,NH,Democrat,1,Homeland Security and Governmental Affairs,3
118,Kyrsten Sinema,AZ,Independent,1,Homeland Security and Governmental Affairs,4
118,Jacky Rosen,NV,Democrat,1,Homeland Security and Governmental Affairs,5
118,Richard Blumenthal,CT,Democrat,1,Homeland Security and Governmental Affairs,6
118,Jon Ossof,GA,Democrat,1,Homeland Security and Governmental Affairs,7
118,Laphonza Butler,CA,Democrat,1,Homeland Security and Governmental Affairs,8
118,Rand Paul,KY,Republican,2,Homeland Security and Governmental Affairs,1
118,Ron Johnson,WI,Republican,2,Homeland Security and Governmental Affairs,2
118,James Lankford,OK,Republican,2,Homeland Security and Governmental Affairs,3
118,Mitt Romney,UT,Republican,2,Homeland Security and Governmental Affairs,4
118,Rick Scott,FL,Republican,2,Homeland Security and Governmental Affairs,5
118,Josh Hawley,MO,Republican,2,Homeland Security and Governmental Affairs,6
118,Roger Marshall,KS,Republican,2,Homeland Security and Governmental Affairs,7
118,Richard Durbin,IL,Democrat,1,Judiciary,1
118,Sheldon Whitehouse,RI,Democrat,1,Judiciary,2
118,Amy Klobuchar,MN,Democrat,1,Judiciary,3
118,Christopher Coons,DE,Democrat,1,Judiciary,4
118,Richard Blumenthal,CT,Democrat,1,Judiciary,5
118,Mazie Hirono,HI,Democrat,1,Judiciary,6
118,Cory Booker,NJ,Democrat,1,Judiciary,7
118,Alex Padilla,CA,Democrat,1,Judiciary,8
118,Jon Ossof,GA,Democrat,1,Judiciary,9
118,Peter Welch,VT,Democrat,1,Judiciary,10
118,Laphonza Butler,CA,Democrat,1,Judiciary,11
118,Lindsey Graham,SC,Republican,2,Judiciary,1
118,Chuck Grassley,IA,Republican,2,Judiciary,2
118,John Cornyn,TX,Republican,2,Judiciary,3
118,Mike Lee,UT,Republican,2,Judiciary,4
118,Ted Cruz,TX,Republican,2,Judiciary,5
118,Josh Hawley,MO,Republican,2,Judiciary,6
118,Tom Cotton,AR,Republican,2,Judiciary,7
118,John Kennedy,LA,Republican,2,Judiciary,8
118,Thomas Tillis,NC,Republican,2,Judiciary,9
118,Marsha Blackburn,TN,Republican,2,Judiciary,10
118,Amy Klobuchar,MN,Democrat,1,Rules and Administration,1
118,Chuck Schumer,NY,Democrat,1,Rules and Administration,2
118,Mark Warner,VA,Democrat,1,Rules and Administration,3
118,Jeff Merkley,OR,Democrat,1,Rules and Administration,4
118,Alex Padilla,CA,Democrat,1,Rules and Administration,5
118,Jon Ossof,GA,Democrat,1,Rules and Administration,6
118,Michael Bennett,CO,Democrat,1,Rules and Administration,7
118,Peter Welch,VT,Democrat,1,Rules and Administration,8
118,Laphonza Butler,CA,Democrat,1,Rules and Administration,9
118,Deb Fischer,NE,Republican,2,Rules and Administration,1
118,Mitch McConnell,KY,Republican,2,Rules and Administration,2
118,Ted Cruz,TX,Republican,2,Rules and Administration,3
118,Shelley Moore Capito,WV,Republican,2,Rules and Administration,4
118,Roger Wicker,MS,Republican,2,Rules and Administration,5
118,Cindy Hyde-Smith,MS,Republican,2,Rules and Administration,6
118,Bill Hagerty,TN,Republican,2,Rules and Administration,7
118,Katie Britt,AL,Republican,2,Rules and Administration,8
118,Jeanne Shaheen,NH,Democrat,1,Small Business and Entrepreneurship,1
118,Maria Cantwell,WA,Democrat,1,Small Business and Entrepreneurship,2
118,Benjamin Cardin,MD,Democrat,1,Small Business and Entrepreneurship,3
118,Edward Markey,MA,Democrat,1,Small Business and Entrepreneurship,4
118,Cory Booker,NJ,Democrat,1,Small Business and Entrepreneurship,5
118,Christopher Coons,DE,Democrat,1,Small Business and Entrepreneurship,6
118,Mazie Hirono,HI,Democrat,1,Small Business and Entrepreneurship,7
118,Tammy Duckworth,IL,Democrat,1,Small Business and Entrepreneurship,8
118,Jacky Rosen,NV,Democrat,1,Small Business and Entrepreneurship,9
118,John Hickenlooper,CO,Democrat,1,Small Business and Entrepreneurship,10
118,Joni Ernst,IA,Republican,2,Small Business and Entrepreneurship,1
118,Marco Rubio,FL,Republican,2,Small Business and Entrepreneurship,2
118,James Risch,ID,Republican,2,Small Business and Entrepreneurship,3
118,Rand Paul,KY,Republican,2,Small Business and Entrepreneurship,4
118,Tim Scott,SC,Republican,2,Small Business and Entrepreneurship,5
118,Todd Young,IN,Republican,2,Small Business and Entrepreneurship,6
118,John Kennedy,LA,Republican,2,Small Business and Entrepreneurship,7
118,Josh Hawley,MO,Republican,2,Small Business and Entrepreneurship,8
118,Ted Budd,NC,Republican,2,Small Business and Entrepreneurship,9
118,Jon Tester,MT,Democrat,1,Veterans' Affairs,1
118,Patty Murray,WA,Democrat,1,Veterans' Affairs,2
118,Bernie Sanders,VT,Independent,1,Veterans' Affairs,3
118,Sherrod Brown,OH,Democrat,1,Veterans' Affairs,4
118,Richard Blumenthal,CT,Democrat,1,Veterans' Affairs,5
118,Mazie Hirono,HI,Democrat,1,Veterans' Affairs,6
118,Joe Manchin,WV,Democrat,1,Veterans' Affairs,7
118,Kyrsten Sinema,AZ,Independent,1,Veterans' Affairs,8
118,Maggie Hassan,NH,Democrat,1,Veterans' Affairs,9
118,Angus King,ME,Independent,1,Veterans' Affairs,10
118,Jerry Moran,KS,Republican,2,Veterans' Affairs,1
118,John Boozman,AR,Republican,2,Veterans' Affairs,2
118,Bill Cassidy,LA,Republican,2,Veterans' Affairs,3
118,Mike Rounds,SD,Republican,2,Veterans' Affairs,4
118,Thomas Tillis,NC,Republican,2,Veterans' Affairs,5
118,Dan Sullivan,AK,Republican,2,Veterans' Affairs,6
118,Marsha Blackburn,TN,Republican,2,Veterans' Affairs,7
118,Kevin Cramer,ND,Republican,2,Veterans' Affairs,8
118,Tommy Tuberville,AL,Republican,2,Veterans' Affairs,9
118,Brian Schatz,HI,Democrat,1,Indian Affairs,1
118,Maria Cantwell,WA,Democrat,1,Indian Affairs,2
118,Jon Tester,MT,Democrat,1,Indian Affairs,3
118,Catherine Cortez Masto,NV,Democrat,1,Indian Affairs,4
118,Tina Smith,MN,Democrat,1,Indian Affairs,5
118,Ben Ray Lujan,NM,Democrat,1,Indian Affairs,6
118,Lisa Murkowski,AK,Republican,2,Indian Affairs,1
118,John Hoeven,ND,Republican,2,Indian Affairs,2
118,Steve Daines,MT,Republican,2,Indian Affairs,3
118,Markwayne Mullin,OK,Republican,2,Indian Affairs,4
118,Mike Rounds,SD,Republican,2,Indian Affairs,5
118,Christopher Coons,DE,Democrat,1,Ethics,1
118,Brian Schatz,HI,Democrat,1,Ethics,2
118,Jeanne Shaheen,NH,Democrat,1,Ethics,3
118,James Lankford,OK,Republican,2,Ethics,1
118,James Risch,ID,Republican,2,Ethics,2
118,Deb Fischer,NE,Republican,2,Ethics,3
118,Mark Warner,VA,Democrat,1,Intelligence,1
118,Ron Wyden,OR,Democrat,1,Intelligence,2
118,Martin Heinrich,NM,Democrat,1,Intelligence,3
118,Angus King,ME,Independent,1,Intelligence,4
118,Michael Bennett,CO,Democrat,1,Intelligence,5
118,Robert Casey Jr.,PA,Democrat,1,Intelligence,6
118,Kirsten Gillibrand,NY,Democrat,1,Intelligence,7
118,Jon Ossof,GA,Democrat,1,Intelligence,8
118,Mark Kelly,AZ,Democrat,1,Intelligence,9
118,Marco Rubio,FL,Republican,2,Intelligence,1
118,James Risch,ID,Republican,2,Intelligence,2
118,Susan Collins,ME,Republican,2,Intelligence,3
118,Tom Cotton,AR,Republican,2,Intelligence,4
118,John Cornyn,TX,Republican,2,Intelligence,5
118,Jerry Moran,KS,Republican,2,Intelligence,6
118,James Lankford,OK,Republican,2,Intelligence,7
118,Mike Rounds,SD,Republican,2,Intelligence,8
118,Robert Casey Jr.,PA,Democrat,1,Aging,1
118,Kirsten Gillibrand,NY,Democrat,1,Aging,2
118,Richard Blumenthal,CT,Democrat,1,Aging,3
118,Elizabeth Warren,MA,Democrat,1,Aging,4
118,Mark Kelly,AZ,Democrat,1,Aging,5
118,Raphael Warnock,GA,Democrat,1,Aging,6
118,John Fetterman,PA,Democrat,1,Aging,7
118,Mike Braun,IN,Republican,2,Aging,1
118,Tim Scott,SC,Republican,2,Aging,2
118,Marco Rubio,FL,Republican,2,Aging,3
118,Rick Scott,FL,Republican,2,Aging,4
118,JD Vance,OH,Republican,2,Aging,5
118,Pete Ricketts,NE,Republican,2,Aging,6